zip_code,facility_id,initial_capacity_0_12,expand_slots,expand_segment
11229,2995,120.0,10.0,0%-10%
11229,3064,16.0,-0.0,0%-10%
11229,3202,88.0,7.0,0%-10%
11229,3342,16.0,-0.0,0%-10%
11229,3409,16.0,-0.0,0%-10%
11229,4153,16.0,-0.0,0%-10%
11229,4859,189.0,16.0,0%-10%
11229,5291,16.0,-0.0,0%-10%
11229,5922,16.0,-0.0,0%-10%
11229,7679,16.0,-0.0,0%-10%
11229,7721,16.0,-0.0,0%-10%
11229,7737,16.0,-0.0,0%-10%
11229,8233,139.0,11.0,0%-10%
11229,8469,175.0,16.0,0%-10%
11229,8491,7.0,-0.0,0%-10%
11229,8751,16.0,1.0,0%-10%
11229,9044,16.0,1.0,0%-10%
11229,9070,16.0,1.0,0%-10%
11229,9474,16.0,1.0,0%-10%
11229,9568,80.0,7.0,0%-10%
11229,10032,16.0,1.0,0%-10%
11229,10289,16.0,1.0,0%-10%
11229,10429,72.0,6.0,0%-10%
11229,10606,220.0,20.0,0%-10%
11229,10844,16.0,1.0,0%-10%
11229,11632,16.0,1.0,0%-10%
11229,12381,16.0,1.0,0%-10%
11229,13639,16.0,1.0,0%-10%
11229,13951,16.0,1.0,0%-10%
11229,15132,16.0,1.0,0%-10%
11230,221,16.0,-0.0,0%-10%
11230,709,16.0,-0.0,0%-10%
11230,831,16.0,-0.0,0%-10%
11230,1559,16.0,-0.0,0%-10%
11230,2011,300.0,26.0,0%-10%
11230,3099,16.0,-0.0,0%-10%
11230,3354,112.0,8.0,0%-10%
11230,3431,16.0,-0.0,0%-10%
11230,3587,16.0,-0.0,0%-10%
11230,4539,16.0,-0.0,0%-10%
11230,5515,16.0,-0.0,0%-10%
11230,5583,16.0,-0.0,0%-10%
11230,5667,16.0,-0.0,0%-10%
11230,7583,16.0,-0.0,0%-10%
11230,7930,16.0,-0.0,0%-10%
11230,8082,16.0,-0.0,0%-10%
11230,8192,14.0,-0.0,0%-10%
11230,8654,16.0,-0.0,0%-10%
11230,9676,14.0,-0.0,0%-10%
11230,9906,16.0,-0.0,0%-10%
11230,11040,16.0,-0.0,0%-10%
11230,11128,16.0,-0.0,0%-10%
11230,11230,16.0,-0.0,0%-10%
11230,11443,16.0,-0.0,0%-10%
11230,11694,16.0,-0.0,0%-10%
11230,11895,16.0,-0.0,0%-10%
11230,14161,16.0,-0.0,0%-10%
11230,15575,16.0,-0.0,0%-10%
11231,144,16.0,-0.0,0%-10%
11231,388,16.0,-0.0,0%-10%
11231,686,230.0,20.0,0%-10%
11231,926,202.0,17.0,0%-10%
11231,1021,101.0,8.0,0%-10%
11231,1023,16.0,-0.0,0%-10%
11231,1072,14.0,0.0,0%-10%
11231,1192,16.0,1.0,0%-10%
11231,1469,16.0,1.0,0%-10%
11231,2036,120.0,11.0,0%-10%
11231,2391,6.0,0.0,0%-10%
11231,3943,16.0,1.0,0%-10%
11231,4190,16.0,1.0,0%-10%
11231,4358,16.0,1.0,0%-10%
11231,4514,16.0,1.0,0%-10%
11231,4661,16.0,1.0,0%-10%
11231,4723,16.0,1.0,0%-10%
11231,4978,16.0,1.0,0%-10%
11231,5429,20.0,2.0,0%-10%
11231,5974,16.0,1.0,0%-10%
11231,6563,16.0,1.0,0%-10%
11231,6655,192.0,17.0,0%-10%
11231,6849,16.0,1.0,0%-10%
11231,7057,32.0,3.0,0%-10%
11231,7527,66.0,6.0,0%-10%
11231,7587,14.0,0.0,0%-10%
11231,7834,16.0,1.0,0%-10%
11231,8205,16.0,1.0,0%-10%
11231,8995,16.0,1.0,0%-10%
11231,10359,16.0,1.0,0%-10%
11231,10476,16.0,1.0,0%-10%
11231,11169,16.0,1.0,0%-10%
11231,12752,16.0,1.0,0%-10%
11231,14045,16.0,1.0,0%-10%
11231,14284,16.0,1.0,0%-10%
11231,14438,16.0,1.0,0%-10%
11231,15026,65.0,6.0,0%-10%
11232,498,294.0,26.0,0%-10%
11232,967,73.0,5.0,0%-10%
11232,1421,16.0,-0.0,0%-10%
11232,1503,10.0,-0.0,0%-10%
11232,2577,16.0,-0.0,0%-10%
11232,2585,16.0,-0.0,0%-10%
11232,3041,16.0,-0.0,0%-10%
11232,3515,8.0,0.0,0%-10%
11232,4117,16.0,-0.0,0%-10%
11232,4713,16.0,-0.0,0%-10%
11232,5045,16.0,-0.0,0%-10%
11232,5062,6.0,0.0,0%-10%
11232,5835,360.0,32.0,0%-10%
11232,5851,16.0,-0.0,0%-10%
11232,6108,16.0,-0.0,0%-10%
11232,6220,16.0,-0.0,0%-10%
11232,7201,16.0,1.0,0%-10%
11232,7539,16.0,1.0,0%-10%
11232,7570,16.0,1.0,0%-10%
11232,7723,16.0,1.0,0%-10%
11232,8513,7.0,0.0,0%-10%
11232,8871,8.0,-0.0,0%-10%
11232,9206,16.0,1.0,0%-10%
11232,9861,8.0,-0.0,0%-10%
11232,10336,16.0,1.0,0%-10%
11232,10899,380.0,35.0,0%-10%
11232,11930,16.0,1.0,0%-10%
11232,12044,16.0,1.0,0%-10%
11232,12474,16.0,1.0,0%-10%
11232,12625,209.0,19.0,0%-10%
11232,13973,16.0,1.0,0%-10%
11232,14930,16.0,1.0,0%-10%
11233,109,16.0,-0.0,0%-10%
11233,131,16.0,-0.0,0%-10%
11233,231,111.0,9.0,0%-10%
11233,359,80.0,-0.0,0%-10%
11233,600,191.0,19.0,0%-10%
11233,624,16.0,-0.0,0%-10%
11233,691,208.0,18.0,0%-10%
11233,1437,19.0,-0.0,0%-10%
11233,1634,219.0,19.0,0%-10%
11233,2611,16.0,-0.0,0%-10%
11233,3187,16.0,-0.0,0%-10%
11233,3199,16.0,-0.0,0%-10%
11233,3539,300.0,27.0,0%-10%
11233,3694,16.0,-0.0,0%-10%
11233,3718,16.0,-0.0,0%-10%
11233,3738,16.0,-0.0,0%-10%
11233,3753,8.0,-0.0,0%-10%
11233,3768,16.0,-0.0,0%-10%
11233,3967,16.0,-0.0,0%-10%
11233,5481,16.0,-0.0,0%-10%
11233,5597,16.0,-0.0,0%-10%
11233,5600,191.0,1.0,0%-10%
11233,5722,14.0,0.0,0%-10%
11233,5758,16.0,-0.0,0%-10%
11233,5810,16.0,-0.0,0%-10%
11233,6795,16.0,-0.0,0%-10%
11233,7029,123.0,10.0,0%-10%
11233,7466,16.0,-0.0,0%-10%
11233,7565,16.0,-0.0,0%-10%
11233,7752,184.0,16.0,0%-10%
11233,7921,16.0,-0.0,0%-10%
11233,8576,49.0,3.0,0%-10%
11233,8788,16.0,-0.0,0%-10%
11233,8802,16.0,-0.0,0%-10%
11233,8927,99.0,8.0,0%-10%
11233,8937,200.0,20.0,0%-10%
11233,9119,16.0,-0.0,0%-10%
11233,9441,14.0,-0.0,0%-10%
11233,9511,119.0,-0.0,0%-10%
11233,9759,16.0,-0.0,0%-10%
11233,9919,16.0,-0.0,0%-10%
11233,10225,16.0,-0.0,0%-10%
11233,10531,100.0,8.0,0%-10%
11233,10914,16.0,-0.0,0%-10%
11233,10934,16.0,-0.0,0%-10%
11233,10964,16.0,-0.0,0%-10%
11233,11704,16.0,-0.0,0%-10%
11233,11735,16.0,-0.0,0%-10%
11233,11759,86.0,-0.0,0%-10%
11233,12078,8.0,-0.0,0%-10%
11233,12666,16.0,-0.0,0%-10%
11233,12738,8.0,-0.0,0%-10%
11233,12823,30.0,2.0,0%-10%
11233,12933,150.0,13.0,0%-10%
11233,13465,47.0,3.0,0%-10%
11233,13495,154.0,13.0,0%-10%
11233,14266,20.0,1.0,0%-10%
11233,14395,16.0,-0.0,0%-10%
11233,15061,8.0,0.0,0%-10%
11233,15107,16.0,-0.0,0%-10%
11233,15131,50.0,4.0,0%-10%
11233,15377,97.0,8.0,0%-10%
11234,91,100.0,8.0,0%-10%
11234,333,16.0,-0.0,0%-10%
11234,408,16.0,-0.0,0%-10%
11234,412,200.0,17.0,0%-10%
11234,723,16.0,-0.0,0%-10%
11234,972,231.0,20.0,0%-10%
11234,1031,16.0,-0.0,0%-10%
11234,1045,16.0,-0.0,0%-10%
11234,1509,16.0,-0.0,0%-10%
11234,1590,16.0,-0.0,0%-10%
11234,1791,16.0,-0.0,0%-10%
11234,1926,100.0,8.0,0%-10%
11234,2038,16.0,-0.0,0%-10%
11234,2110,160.0,14.0,0%-10%
11234,2174,16.0,-0.0,0%-10%
11234,2259,16.0,-0.0,0%-10%
11234,2358,16.0,-0.0,0%-10%
11234,2360,14.0,0.0,0%-10%
11234,2553,172.0,15.0,0%-10%
11234,2560,16.0,-0.0,0%-10%
11234,2571,16.0,1.0,0%-10%
11234,2835,40.0,4.0,0%-10%
11234,3085,16.0,1.0,0%-10%
11234,3363,16.0,1.0,0%-10%
11234,3451,16.0,1.0,0%-10%
11234,3688,16.0,1.0,0%-10%
11234,3751,12.0,0.0,0%-10%
11234,3835,16.0,1.0,0%-10%
11234,3843,304.0,28.0,0%-10%
11234,4047,288.0,26.0,0%-10%
11234,4459,16.0,1.0,0%-10%
11234,4691,120.0,11.0,0%-10%
11234,4823,16.0,1.0,0%-10%
11234,4905,16.0,1.0,0%-10%
11234,5249,16.0,1.0,0%-10%
11234,5557,16.0,1.0,0%-10%
11234,5651,16.0,1.0,0%-10%
11234,5679,12.0,0.0,0%-10%
11234,5969,8.0,-0.0,0%-10%
11234,6078,16.0,1.0,0%-10%
11234,6152,16.0,1.0,0%-10%
11234,6407,16.0,1.0,0%-10%
11234,6478,16.0,1.0,0%-10%
11234,6489,16.0,1.0,0%-10%
11234,6654,123.0,11.0,0%-10%
11234,6822,12.0,0.0,0%-10%
11234,6934,16.0,1.0,0%-10%
11234,7042,16.0,1.0,0%-10%
11234,7253,16.0,1.0,0%-10%
11234,7783,16.0,1.0,0%-10%
11234,7878,8.0,-0.0,0%-10%
11234,8575,16.0,1.0,0%-10%
11234,8624,16.0,1.0,0%-10%
11234,9857,16.0,1.0,0%-10%
11234,10034,16.0,1.0,0%-10%
11234,10130,8.0,0.0,0%-10%
11234,10857,80.0,7.0,0%-10%
11234,11551,16.0,1.0,0%-10%
11234,12012,16.0,1.0,0%-10%
11234,12163,16.0,1.0,0%-10%
11234,12452,16.0,1.0,0%-10%
11234,12710,16.0,1.0,0%-10%
11234,12749,16.0,1.0,0%-10%
11234,12766,16.0,1.0,0%-10%
11234,12796,14.0,0.0,0%-10%
11234,12942,16.0,1.0,0%-10%
11234,13101,16.0,1.0,0%-10%
11234,13599,16.0,1.0,0%-10%
11234,13751,16.0,1.0,0%-10%
11234,14297,16.0,1.0,0%-10%
11234,14404,16.0,1.0,0%-10%
11234,15084,16.0,1.0,0%-10%
11234,15201,16.0,1.0,0%-10%
11234,15420,16.0,1.0,0%-10%
11235,272,16.0,-0.0,0%-10%
11235,324,60.0,4.0,0%-10%
11235,908,16.0,-0.0,0%-10%
11235,1390,16.0,-0.0,0%-10%
11235,1841,173.0,14.0,0%-10%
11235,1848,16.0,-0.0,0%-10%
11235,1888,178.0,14.0,0%-10%
11235,2251,16.0,-0.0,0%-10%
11235,2483,16.0,-0.0,0%-10%
11235,2551,8.0,-0.0,0%-10%
11235,2633,16.0,-0.0,0%-10%
11235,3508,16.0,-0.0,0%-10%
11235,3958,16.0,-0.0,0%-10%
11235,4267,6.0,0.0,0%-10%
11235,4993,18.0,-0.0,0%-10%
11235,5135,16.0,-0.0,0%-10%
11235,5633,16.0,-0.0,0%-10%
11235,5841,16.0,-0.0,0%-10%
11235,5902,14.0,-0.0,0%-10%
11235,6187,16.0,-0.0,0%-10%
11235,7136,11.0,0.0,0%-10%
11235,7455,156.0,12.0,0%-10%
11235,8197,444.0,39.0,0%-10%
11235,8224,16.0,-0.0,0%-10%
11235,8472,16.0,-0.0,0%-10%
11235,8562,16.0,-0.0,0%-10%
11235,8567,300.0,26.0,0%-10%
11235,8659,37.0,1.0,0%-10%
11235,8843,16.0,-0.0,0%-10%
11235,9064,74.0,5.0,0%-10%
11235,10193,16.0,-0.0,0%-10%
11235,10441,16.0,-0.0,0%-10%
11235,10734,16.0,-0.0,0%-10%
11235,11020,16.0,-0.0,0%-10%
11235,11286,16.0,-0.0,0%-10%
11235,12365,14.0,0.0,0%-10%
11235,12786,16.0,-0.0,0%-10%
11235,13614,16.0,-0.0,0%-10%
11235,14774,16.0,-0.0,0%-10%
11235,15134,16.0,-0.0,0%-10%
11236,55,180.0,16.0,0%-10%
11236,83,196.0,17.0,0%-10%
11236,306,80.0,6.0,0%-10%
11236,368,8.0,-0.0,0%-10%
11236,435,16.0,-0.0,0%-10%
11236,454,16.0,-0.0,0%-10%
11236,467,16.0,-0.0,0%-10%
11236,705,16.0,-0.0,0%-10%
11236,1014,16.0,-0.0,0%-10%
11236,1071,16.0,-0.0,0%-10%
11236,1318,16.0,-0.0,0%-10%
11236,1699,16.0,-0.0,0%-10%
11236,1821,16.0,-0.0,0%-10%
11236,1860,16.0,-0.0,0%-10%
11236,1872,16.0,-0.0,0%-10%
11236,1953,16.0,-0.0,0%-10%
11236,2003,16.0,-0.0,0%-10%
11236,2170,65.0,5.0,0%-10%
11236,2293,16.0,1.0,0%-10%
11236,2375,16.0,1.0,0%-10%
11236,2412,41.0,4.0,0%-10%
11236,2657,16.0,1.0,0%-10%
11236,2898,16.0,1.0,0%-10%
11236,3021,281.0,26.0,0%-10%
11236,3131,10.0,1.0,0%-10%
11236,3228,16.0,1.0,0%-10%
11236,3261,16.0,1.0,0%-10%
11236,3411,80.0,7.0,0%-10%
11236,3582,230.0,21.0,0%-10%
11236,3585,10.0,1.0,0%-10%
11236,3895,110.0,10.0,0%-10%
11236,4085,10.0,1.0,0%-10%
11236,4101,16.0,1.0,0%-10%
11236,4111,16.0,1.0,0%-10%
11236,4469,16.0,1.0,0%-10%
11236,4826,16.0,1.0,0%-10%
11236,4845,16.0,1.0,0%-10%
11236,4874,16.0,1.0,0%-10%
11236,4943,16.0,1.0,0%-10%
11236,5010,66.0,6.0,0%-10%
11236,5053,16.0,1.0,0%-10%
11236,5175,16.0,1.0,0%-10%
11236,5236,16.0,1.0,0%-10%
11236,5386,16.0,1.0,0%-10%
11236,5582,20.0,2.0,0%-10%
11236,5593,16.0,1.0,0%-10%
11236,5601,16.0,1.0,0%-10%
11236,5801,16.0,1.0,0%-10%
11236,5832,16.0,1.0,0%-10%
11236,6136,16.0,1.0,0%-10%
11236,6188,16.0,1.0,0%-10%
11236,6235,16.0,1.0,0%-10%
11236,6386,16.0,1.0,0%-10%
11236,6505,325.0,30.0,0%-10%
11236,6602,16.0,1.0,0%-10%
11236,6801,15.0,1.0,0%-10%
11236,6892,16.0,1.0,0%-10%
11236,7245,16.0,1.0,0%-10%
11236,7262,63.0,6.0,0%-10%
11236,7331,16.0,1.0,0%-10%
11236,7367,16.0,1.0,0%-10%
11236,7385,16.0,1.0,0%-10%
11236,7386,16.0,1.0,0%-10%
11236,7406,16.0,1.0,0%-10%
11236,7449,24.0,1.0,0%-10%
11236,7763,12.0,0.0,0%-10%
11236,7966,16.0,1.0,0%-10%
11236,8022,16.0,1.0,0%-10%
11236,8257,265.0,24.0,0%-10%
11236,8376,16.0,1.0,0%-10%
11236,8833,16.0,1.0,0%-10%
11236,8859,16.0,1.0,0%-10%
11236,8961,16.0,1.0,0%-10%
11236,9047,16.0,1.0,0%-10%
11236,9107,168.0,15.0,0%-10%
11236,9123,173.0,16.0,0%-10%
11236,9171,16.0,1.0,0%-10%
11236,9434,16.0,1.0,0%-10%
11236,9491,16.0,1.0,0%-10%
11236,9501,16.0,1.0,0%-10%
11236,9864,16.0,1.0,0%-10%
11236,9914,16.0,1.0,0%-10%
11236,10053,16.0,1.0,0%-10%
11236,10071,16.0,1.0,0%-10%
11236,10209,16.0,1.0,0%-10%
11236,10417,16.0,1.0,0%-10%
11236,10619,16.0,1.0,0%-10%
11236,10639,16.0,1.0,0%-10%
11236,10684,16.0,1.0,0%-10%
11236,10856,16.0,1.0,0%-10%
11236,10889,16.0,1.0,0%-10%
11236,10944,20.0,2.0,0%-10%
11236,11041,16.0,1.0,0%-10%
11236,11190,45.0,4.0,0%-10%
11236,11294,294.0,27.0,0%-10%
11236,11393,16.0,1.0,0%-10%
11236,11428,40.0,4.0,0%-10%
11236,11492,16.0,1.0,0%-10%
11236,11619,16.0,1.0,0%-10%
11236,11911,16.0,1.0,0%-10%
11236,11955,16.0,1.0,0%-10%
11236,12121,40.0,4.0,0%-10%
11236,12299,12.0,0.0,0%-10%
11236,13056,16.0,1.0,0%-10%
11236,13430,16.0,1.0,0%-10%
11236,13577,16.0,1.0,0%-10%
11236,13631,16.0,1.0,0%-10%
11236,13745,16.0,1.0,0%-10%
11236,13857,80.0,7.0,0%-10%
11236,13897,136.0,12.0,0%-10%
11236,14020,8.0,0.0,0%-10%
11236,14052,16.0,1.0,0%-10%
11236,14402,8.0,-0.0,0%-10%
11236,14465,16.0,1.0,0%-10%
11236,14472,16.0,1.0,0%-10%
11236,14475,16.0,1.0,0%-10%
11236,14687,16.0,1.0,0%-10%
11236,14765,16.0,1.0,0%-10%
11236,14845,16.0,1.0,0%-10%
11236,14848,16.0,1.0,0%-10%
11236,14945,16.0,1.0,0%-10%
11236,15191,16.0,1.0,0%-10%
11236,15202,61.0,6.0,0%-10%
11237,125,16.0,-0.0,0%-10%
11237,1190,284.0,25.0,0%-10%
11237,1371,16.0,-0.0,0%-10%
11237,1849,16.0,-0.0,0%-10%
11237,2120,131.0,11.0,0%-10%
11237,2614,16.0,-0.0,0%-10%
11237,3839,14.0,0.0,0%-10%
11237,4527,124.0,10.0,0%-10%
11237,4532,150.0,13.0,0%-10%
11237,5169,80.0,-0.0,0%-10%
11237,5767,16.0,-0.0,0%-10%
11237,6735,238.0,19.0,0%-10%
11237,7417,16.0,-0.0,0%-10%
11237,7817,22.0,-0.0,0%-10%
11237,8501,166.0,14.0,0%-10%
11237,8692,8.0,-0.0,0%-10%
11237,8981,16.0,-0.0,0%-10%
11237,9512,16.0,-0.0,0%-10%
11237,9806,16.0,-0.0,0%-10%
11237,10707,16.0,-0.0,0%-10%
11237,10973,16.0,-0.0,0%-10%
11237,11168,8.0,0.0,0%-10%
11237,11225,16.0,-0.0,0%-10%
11237,11259,16.0,-0.0,0%-10%
11237,13788,20.0,1.0,0%-10%
11237,14624,16.0,-0.0,0%-10%
11238,315,16.0,-0.0,0%-10%
11238,395,16.0,-0.0,0%-10%
11238,649,16.0,1.0,0%-10%
11238,731,14.0,0.0,0%-10%
11238,1070,80.0,7.0,0%-10%
11238,1557,100.0,9.0,0%-10%
11238,1722,164.0,15.0,0%-10%
11238,1893,16.0,1.0,0%-10%
11238,2133,150.0,14.0,0%-10%
11238,2390,7.0,-0.0,0%-10%
11238,3773,145.0,13.0,0%-10%
11238,4011,16.0,1.0,0%-10%
11238,4074,16.0,1.0,0%-10%
11238,4407,16.0,1.0,0%-10%
11238,5267,119.0,10.0,0%-10%
11238,5309,130.0,12.0,0%-10%
11238,6606,16.0,1.0,0%-10%
11238,7827,16.0,1.0,0%-10%
11238,7969,16.0,1.0,0%-10%
11238,8016,16.0,1.0,0%-10%
11238,8781,16.0,1.0,0%-10%
11238,10097,16.0,1.0,0%-10%
11238,10468,16.0,1.0,0%-10%
11238,10730,192.0,17.0,0%-10%
11238,11620,177.0,16.0,0%-10%
11238,12425,127.0,11.0,0%-10%
11238,12516,16.0,1.0,0%-10%
11238,12804,259.0,23.0,0%-10%
11238,13395,66.0,6.0,0%-10%
11238,13839,16.0,1.0,0%-10%
11238,14742,8.0,-0.0,0%-10%
11238,14819,16.0,1.0,0%-10%
11239,569,148.0,11.0,0%-10%
11239,2296,16.0,-0.0,0%-10%
11239,3172,8.0,0.0,0%-10%
11239,3575,98.0,7.0,0%-10%
11239,4148,16.0,-0.0,0%-10%
11239,4497,8.0,-0.0,0%-10%
11239,5194,8.0,-0.0,0%-10%
11239,6887,16.0,-0.0,0%-10%
11239,7234,16.0,-0.0,0%-10%
11239,7405,60.0,4.0,0%-10%
11239,8632,16.0,-0.0,0%-10%
11239,9926,188.0,15.0,0%-10%
11239,12285,16.0,-0.0,0%-10%
11239,13743,8.0,-0.0,0%-10%
11239,14695,164.0,13.0,0%-10%
11239,15581,16.0,-0.0,0%-10%
11249,1078,16.0,-0.0,0%-10%
11249,1560,16.0,-0.0,0%-10%
11249,5623,16.0,-0.0,0%-10%
11249,10375,103.0,7.0,0%-10%
11249,12735,16.0,-0.0,0%-10%
11249,12756,16.0,-0.0,0%-10%
11249,13093,16.0,-0.0,0%-10%
11249,13800,84.0,-0.0,0%-10%
11249,13907,16.0,-0.0,0%-10%
11249,14302,16.0,-0.0,0%-10%
11354,995,80.0,-0.0,0%-10%
11354,2489,236.0,-0.0,0%-10%
11354,3312,160.0,13.0,0%-10%
11354,4172,16.0,-0.0,0%-10%
11354,4344,112.0,8.0,0%-10%
11354,6263,16.0,-0.0,0%-10%
11354,7133,150.0,12.0,0%-10%
11354,7829,16.0,-0.0,0%-10%
11354,9265,120.0,9.0,0%-10%
11354,9887,16.0,-0.0,0%-10%
11354,10875,220.0,18.0,0%-10%
11354,11352,16.0,-0.0,0%-10%
11354,11601,16.0,-0.0,0%-10%
11354,11680,19.0,-0.0,0%-10%
11354,12747,20.0,0.0,0%-10%
11354,13454,8.0,0.0,0%-10%
11354,14289,16.0,-0.0,0%-10%
11354,15044,16.0,-0.0,0%-10%
11355,1654,127.0,4.0,0%-10%
11355,1734,111.0,9.0,0%-10%
11355,3166,38.0,2.0,0%-10%
11355,3444,136.0,11.0,0%-10%
11355,4308,16.0,-0.0,0%-10%
11355,4785,185.0,16.0,0%-10%
11355,5064,163.0,14.0,0%-10%
11355,5547,265.0,23.0,0%-10%
11355,6093,239.0,23.0,0%-10%
11355,6453,16.0,-0.0,0%-10%
11355,7007,191.0,19.0,0%-10%
11355,7325,171.0,16.0,0%-10%
11355,7766,16.0,1.0,0%-10%
11355,7850,14.0,0.0,0%-10%
11355,8206,16.0,1.0,0%-10%
11355,8411,101.0,9.0,0%-10%
11355,8423,110.0,10.0,0%-10%
11355,8906,16.0,1.0,0%-10%
11355,9040,16.0,1.0,0%-10%
11355,9238,460.0,42.0,0%-10%
11355,9498,10.0,1.0,0%-10%
11355,9819,146.0,13.0,0%-10%
11355,10318,16.0,1.0,0%-10%
11355,10708,160.0,15.0,0%-10%
11355,10883,6.0,0.0,0%-10%
11355,11594,267.0,24.0,0%-10%
11355,12535,16.0,1.0,0%-10%
11355,12899,16.0,1.0,0%-10%
11355,12904,100.0,9.0,0%-10%
11355,13225,16.0,1.0,0%-10%
11355,14056,8.0,-0.0,0%-10%
11355,14535,16.0,1.0,0%-10%
11355,14708,140.0,13.0,0%-10%
11355,15200,129.0,11.0,0%-10%
11356,4333,16.0,-0.0,0%-10%
11356,4790,57.0,4.0,0%-10%
11356,6278,16.0,-0.0,0%-10%
11356,6630,16.0,-0.0,0%-10%
11356,7400,265.0,23.0,0%-10%
11356,7448,16.0,-0.0,0%-10%
11356,9143,16.0,-0.0,0%-10%
11356,9229,56.0,4.0,0%-10%
11356,9309,16.0,1.0,0%-10%
11356,10187,304.0,28.0,0%-10%
11356,12292,16.0,1.0,0%-10%
11356,12301,16.0,1.0,0%-10%
11356,12861,8.0,-0.0,0%-10%
11356,12927,16.0,1.0,0%-10%
11356,13167,16.0,1.0,0%-10%
11356,14387,16.0,1.0,0%-10%
11356,14458,16.0,1.0,0%-10%
11357,1704,140.0,11.0,0%-10%
11357,1765,111.0,8.0,0%-10%
11357,2283,194.0,16.0,0%-10%
11357,2804,40.0,2.0,0%-10%
11357,3580,16.0,-0.0,0%-10%
11357,4285,16.0,-0.0,0%-10%
11357,6431,16.0,-0.0,0%-10%
11357,6639,145.0,11.0,0%-10%
11357,10940,16.0,-0.0,0%-10%
11357,13050,305.0,26.0,0%-10%
11357,13853,56.0,3.0,0%-10%
11357,14919,16.0,-0.0,0%-10%
11357,15123,16.0,-0.0,0%-10%
11358,688,141.0,14.0,0%-10%
11358,2679,298.0,29.0,0%-10%
11358,3910,16.0,0.0,0%-10%
11358,5292,16.0,0.0,0%-10%
11358,7667,16.0,0.0,0%-10%
11358,10666,16.0,0.0,0%-10%
11358,10678,16.0,0.0,0%-10%
11358,11860,16.0,0.0,0%-10%
11358,12530,16.0,0.0,0%-10%
11358,12542,16.0,0.0,0%-10%
11358,12583,16.0,0.0,0%-10%
11358,14376,16.0,0.0,0%-10%
11358,15145,64.0,6.0,0%-10%
11358,15585,16.0,0.0,0%-10%
11360,8430,360.0,-0.0,0%-10%
11360,9938,16.0,-0.0,0%-10%
11360,12665,16.0,-0.0,0%-10%
11360,14999,93.0,-0.0,0%-10%
11361,346,16.0,-0.0,0%-10%
11361,427,320.0,28.0,0%-10%
11361,614,16.0,-0.0,0%-10%
11361,2704,18.0,-0.0,0%-10%
11361,3346,16.0,-0.0,0%-10%
11361,3450,140.0,11.0,0%-10%
11361,4486,16.0,-0.0,0%-10%
11361,4621,133.0,10.0,0%-10%
11361,5060,263.0,22.0,0%-10%
11361,6384,435.0,38.0,0%-10%
11361,6570,16.0,-0.0,0%-10%
11361,6650,16.0,-0.0,0%-10%
11361,11994,16.0,-0.0,0%-10%
11361,13118,16.0,-0.0,0%-10%
11361,14473,16.0,-0.0,0%-10%
11361,14864,16.0,-0.0,0%-10%
11361,15070,16.0,-0.0,0%-10%
11361,15529,16.0,-0.0,0%-10%
11362,4026,14.0,-0.0,0%-10%
11362,5322,15.0,0.0,0%-10%
11362,6121,126.0,3.0,0%-10%
11362,7562,16.0,0.0,0%-10%
11362,9649,16.0,0.0,0%-10%
11362,11140,150.0,15.0,0%-10%
11362,14116,12.0,0.0,0%-10%
11363,9193,16.0,-0.0,0%-10%
11363,11159,146.0,21.0,10%-15%
11363,12643,16.0,-0.0,0%-10%
11363,13301,16.0,-0.0,0%-10%
11363,13585,16.0,1.0,0%-10%
11363,13708,16.0,1.0,0%-10%
11364,62,16.0,-0.0,0%-10%
11364,875,16.0,-0.0,0%-10%
11364,890,48.0,2.0,0%-10%
11364,1305,16.0,-0.0,0%-10%
11364,2502,120.0,9.0,0%-10%
11364,3396,16.0,-0.0,0%-10%
11364,6063,152.0,12.0,0%-10%
11364,6308,84.0,-0.0,0%-10%
11364,8941,250.0,21.0,0%-10%
11364,8983,139.0,10.0,0%-10%
11364,9731,52.0,3.0,0%-10%
11364,9745,108.0,8.0,0%-10%
11364,9933,16.0,-0.0,0%-10%
11364,11796,28.0,-0.0,0%-10%
11364,11869,145.0,11.0,0%-10%
11364,15326,124.0,9.0,0%-10%
11365,337,267.0,23.0,0%-10%
11365,1206,20.0,1.0,0%-10%
11365,3969,16.0,-0.0,0%-10%
11365,5052,440.0,40.0,0%-10%
11365,5816,16.0,-0.0,0%-10%
11365,6688,16.0,-0.0,0%-10%
11365,7093,20.0,1.0,0%-10%
11365,7572,16.0,-0.0,0%-10%
11365,8247,238.0,12.0,0%-10%
11365,9148,16.0,-0.0,0%-10%
11365,9545,16.0,-0.0,0%-10%
11365,10662,105.0,8.0,0%-10%
11365,10999,16.0,-0.0,0%-10%
11365,12079,16.0,-0.0,0%-10%
11365,12125,8.0,0.0,0%-10%
11365,12284,20.0,1.0,0%-10%
11365,13237,16.0,-0.0,0%-10%
11365,14129,16.0,-0.0,0%-10%
11365,14260,16.0,-0.0,0%-10%
11365,14440,16.0,-0.0,0%-10%
11365,15349,16.0,-0.0,0%-10%
11366,46,16.0,-0.0,0%-10%
11366,455,16.0,-0.0,0%-10%
11366,775,14.0,0.0,0%-10%
11366,1141,16.0,-0.0,0%-10%
11366,3882,16.0,-0.0,0%-10%
11366,4109,16.0,-0.0,0%-10%
11366,7428,16.0,-0.0,0%-10%
11366,7515,16.0,-0.0,0%-10%
11366,8201,281.0,24.0,0%-10%
