zip_code,facility_id,initial_capacity_0_12,expand_slots,expand_segment
10001,297,84.0,8.0,0%-10%
10001,4025,16.0,-0.0,0%-10%
10001,4900,17.0,0.0,0%-10%
10001,5949,8.0,0.0,0%-10%
10001,6079,79.0,1.0,0%-10%
10001,10983,88.0,8.0,0%-10%
10001,11708,8.0,-0.0,0%-10%
10001,12595,17.0,-0.0,0%-10%
10001,12599,292.0,29.0,0%-10%
10002,134,41.0,4.0,0%-10%
10002,469,306.0,28.0,0%-10%
10002,542,141.0,13.0,0%-10%
10002,603,36.0,3.0,0%-10%
10002,627,14.0,0.0,0%-10%
10002,633,8.0,0.0,0%-10%
10002,753,172.0,17.0,0%-10%
10002,937,235.0,23.0,0%-10%
10002,1069,6.0,0.0,0%-10%
10002,1400,75.0,7.0,0%-10%
10002,1447,8.0,0.0,0%-10%
10002,1641,198.0,19.0,0%-10%
10002,1940,7.0,0.0,0%-10%
10002,2277,16.0,1.0,0%-10%
10002,2587,114.0,11.0,0%-10%
10002,2697,8.0,0.0,0%-10%
10002,2752,8.0,0.0,0%-10%
10002,2918,8.0,0.0,0%-10%
10002,3446,110.0,10.0,0%-10%
10002,3560,16.0,1.0,0%-10%
10002,3609,8.0,0.0,0%-10%
10002,3767,217.0,21.0,0%-10%
10002,3933,188.0,17.0,0%-10%
10002,4290,40.0,4.0,0%-10%
10002,4511,8.0,0.0,0%-10%
10002,5136,60.0,6.0,0%-10%
10002,5165,41.0,4.0,0%-10%
10002,5304,12.0,0.0,0%-10%
10002,5477,8.0,0.0,0%-10%
10002,5896,8.0,0.0,0%-10%
10002,6564,111.0,10.0,0%-10%
10002,6845,107.0,10.0,0%-10%
10002,7529,8.0,-0.0,0%-10%
10002,7960,200.0,20.0,0%-10%
10002,8014,285.0,26.0,0%-10%
10002,8358,160.0,16.0,0%-10%
10002,8651,16.0,1.0,0%-10%
10002,8716,5.0,0.0,0%-10%
10002,8887,16.0,1.0,0%-10%
10002,9057,114.0,11.0,0%-10%
10002,9211,61.0,6.0,0%-10%
10002,9325,8.0,0.0,0%-10%
10002,9330,221.0,22.0,0%-10%
10002,9426,14.0,0.0,0%-10%
10002,10177,242.0,22.0,0%-10%
10002,10451,260.0,24.0,0%-10%
10002,10544,47.0,4.0,0%-10%
10002,10685,8.0,0.0,0%-10%
10002,11312,8.0,0.0,0%-10%
10002,11315,77.0,7.0,0%-10%
10002,11471,202.0,20.0,0%-10%
10002,11718,16.0,1.0,0%-10%
10002,11805,159.0,14.0,0%-10%
10002,12089,140.0,13.0,0%-10%
10002,13109,10.0,1.0,0%-10%
10002,14870,7.0,0.0,0%-10%
10002,15171,110.0,10.0,0%-10%
10003,1980,217.0,20.0,0%-10%
10003,6247,191.0,-0.0,0%-10%
10003,7364,57.0,-0.0,0%-10%
10003,7784,483.0,48.0,0%-10%
10003,9413,457.0,45.0,0%-10%
10003,10737,111.0,-0.0,0%-10%
10003,12410,479.0,47.0,0%-10%
10004,3798,13.0,2.0,15%-20%
10004,10890,250.0,37.0,10%-15%
10005,5143,39.0,0.0,0%-10%
10006,14868,156.0,-0.0,0%-10%
10007,3060,17.0,-0.0,0%-10%
10007,4537,87.0,-0.0,0%-10%
10007,9839,180.0,4.0,0%-10%
10009,136,16.0,-0.0,0%-10%
10009,683,81.0,-0.0,0%-10%
10009,934,16.0,-0.0,0%-10%
10009,1404,12.0,0.0,0%-10%
10009,1581,231.0,19.0,0%-10%
10009,1912,53.0,3.0,0%-10%
10009,2181,38.0,1.0,0%-10%
10009,2426,6.0,0.0,0%-10%
10009,3854,80.0,-0.0,0%-10%
10009,4542,329.0,28.0,0%-10%
10009,4607,157.0,12.0,0%-10%
10009,4955,134.0,10.0,0%-10%
10009,5011,8.0,0.0,0%-10%
10009,6986,300.0,26.0,0%-10%
10009,7463,8.0,0.0,0%-10%
10009,7981,16.0,-0.0,0%-10%
10009,9150,6.0,0.0,0%-10%
10009,10560,16.0,-0.0,0%-10%
10009,10633,85.0,-0.0,0%-10%
10009,10855,8.0,0.0,0%-10%
10009,11868,16.0,-0.0,0%-10%
10009,11886,160.0,13.0,0%-10%
10009,11951,8.0,0.0,0%-10%
10010,5855,60.0,0.0,0%-10%
10010,10534,34.0,0.0,0%-10%
10010,11325,140.0,0.0,0%-10%
10011,1372,176.0,17.0,0%-10%
10011,4766,61.0,5.0,0%-10%
10011,8354,400.0,40.0,0%-10%
10011,8519,380.0,38.0,0%-10%
10011,11892,672.0,67.0,0%-10%
10011,12835,261.0,39.0,10%-15%
10011,15344,6.0,0.0,0%-10%
10012,11589,8.0,0.0,0%-10%
10012,11872,16.0,0.0,0%-10%
10013,1998,30.0,0.0,0%-10%
10013,2930,161.0,12.0,0%-10%
10013,3296,10.0,0.0,0%-10%
10013,4351,218.0,21.0,0%-10%
10013,4638,16.0,0.0,0%-10%
10014,4888,140.0,-0.0,0%-10%
10014,5638,281.0,-0.0,0%-10%
10014,7712,585.0,58.0,0%-10%
10014,10793,57.0,-0.0,0%-10%
10014,13439,574.0,14.0,0%-10%
10014,14576,74.0,-0.0,0%-10%
10016,2311,16.0,-0.0,0%-10%
10016,5254,480.0,-0.0,0%-10%
10016,6611,327.0,-0.0,0%-10%
10017,7,60.0,4.0,0%-10%
10017,9468,47.0,2.0,0%-10%
10019,76,62.0,-0.0,0%-10%
10019,1160,8.0,-0.0,0%-10%
10019,1322,8.0,-0.0,0%-10%
10019,1579,8.0,-0.0,0%-10%
10019,2536,6.0,0.0,0%-10%
10019,4554,8.0,-0.0,0%-10%
10019,5203,100.0,-0.0,0%-10%
10019,5280,127.0,11.0,0%-10%
10019,7333,11.0,0.0,0%-10%
10019,7552,8.0,0.0,0%-10%
10019,8050,229.0,22.0,0%-10%
10019,9462,16.0,-0.0,0%-10%
10020,657,32.0,-0.0,0%-10%
10020,4065,12.0,0.0,0%-10%
10021,2211,460.0,-0.0,0%-10%
10022,8608,16.0,0.0,0%-10%
10023,1151,300.0,45.0,10%-15%
10023,2098,96.0,14.0,10%-15%
10023,2767,8.0,-0.0,0%-10%
10023,3314,16.0,2.0,10%-15%
10023,5318,92.0,18.0,15%-20%
10023,8541,226.0,33.0,10%-15%
10023,10516,201.0,30.0,10%-15%
10023,14111,40.0,6.0,10%-15%
10023,14547,120.0,18.0,10%-15%
10024,375,16.0,-0.0,0%-10%
10024,968,120.0,9.0,0%-10%
10024,2731,66.0,4.0,0%-10%
10024,3826,120.0,9.0,0%-10%
10024,5965,16.0,-0.0,0%-10%
10024,6288,16.0,-0.0,0%-10%
10024,7574,16.0,-0.0,0%-10%
10024,8299,116.0,-0.0,0%-10%
10024,9416,8.0,0.0,0%-10%
10024,10928,161.0,13.0,0%-10%
10024,11455,16.0,-0.0,0%-10%
10024,11507,16.0,-0.0,0%-10%
10024,13995,16.0,-0.0,0%-10%
10024,14447,540.0,48.0,0%-10%
10025,158,16.0,-0.0,0%-10%
10025,314,8.0,0.0,0%-10%
10025,1282,8.0,-0.0,0%-10%
10025,1351,14.0,-0.0,0%-10%
10025,1900,16.0,-0.0,0%-10%
10025,1961,40.0,3.0,0%-10%
10025,2661,8.0,-0.0,0%-10%
10025,2859,139.0,11.0,0%-10%
10025,3430,12.0,0.0,0%-10%
10025,3726,280.0,25.0,0%-10%
10025,4205,8.0,-0.0,0%-10%
10025,4287,7.0,-0.0,0%-10%
10025,4355,16.0,-0.0,0%-10%
10025,5516,120.0,10.0,0%-10%
10025,5799,16.0,-0.0,0%-10%
10025,6262,8.0,-0.0,0%-10%
10025,6955,16.0,-0.0,0%-10%
10025,7152,134.0,11.0,0%-10%
10025,7167,8.0,-0.0,0%-10%
10025,7178,8.0,-0.0,0%-10%
10025,7596,16.0,-0.0,0%-10%
10025,9667,40.0,3.0,0%-10%
10025,9817,8.0,-0.0,0%-10%
10025,10047,101.0,8.0,0%-10%
10025,10064,189.0,16.0,0%-10%
10025,10253,126.0,10.0,0%-10%
10025,10680,199.0,17.0,0%-10%
10025,11295,8.0,-0.0,0%-10%
10025,11441,126.0,10.0,0%-10%
10025,11501,5.0,0.0,0%-10%
10025,11684,16.0,1.0,0%-10%
10025,11948,12.0,0.0,0%-10%
10025,12098,100.0,9.0,0%-10%
10025,12439,560.0,52.0,0%-10%
10025,13918,37.0,3.0,0%-10%
10025,14800,128.0,11.0,0%-10%
10026,417,16.0,-0.0,0%-10%
10026,850,14.0,0.0,0%-10%
10026,945,12.0,0.0,0%-10%
10026,1048,16.0,-0.0,0%-10%
10026,1403,8.0,-0.0,0%-10%
10026,2026,12.0,0.0,0%-10%
10026,2064,8.0,-0.0,0%-10%
10026,2486,8.0,-0.0,0%-10%
10026,2707,195.0,16.0,0%-10%
10026,2947,16.0,-0.0,0%-10%
10026,3422,8.0,-0.0,0%-10%
10026,4161,134.0,10.0,0%-10%
10026,4233,14.0,0.0,0%-10%
10026,4873,170.0,14.0,0%-10%
10026,5345,12.0,0.0,0%-10%
10026,5427,8.0,-0.0,0%-10%
10026,5856,14.0,0.0,0%-10%
10026,6336,12.0,0.0,0%-10%
10026,6687,16.0,-0.0,0%-10%
10026,6764,8.0,-0.0,0%-10%
10026,7719,16.0,-0.0,0%-10%
10026,9055,100.0,7.0,0%-10%
10026,9131,16.0,-0.0,0%-10%
10026,9239,16.0,-0.0,0%-10%
10026,9446,83.0,-0.0,0%-10%
10026,9464,102.0,7.0,0%-10%
10026,9947,16.0,-0.0,0%-10%
10026,10055,16.0,-0.0,0%-10%
10026,10245,16.0,-0.0,0%-10%
10026,10302,16.0,-0.0,0%-10%
10026,10939,16.0,-0.0,0%-10%
10026,11254,8.0,0.0,0%-10%
10026,11436,16.0,-0.0,0%-10%
10026,11447,8.0,-0.0,0%-10%
10026,11660,229.0,19.0,0%-10%
10026,12036,70.0,-0.0,0%-10%
10026,12472,8.0,-0.0,0%-10%
10026,12496,8.0,-0.0,0%-10%
10026,12843,16.0,-0.0,0%-10%
10026,14018,16.0,-0.0,0%-10%
10026,14804,16.0,-0.0,0%-10%
10026,15360,14.0,0.0,0%-10%
10026,15508,183.0,15.0,0%-10%
10027,229,60.0,4.0,0%-10%
10027,587,136.0,10.0,0%-10%
10027,774,16.0,-0.0,0%-10%
10027,911,14.0,0.0,0%-10%
10027,986,8.0,-0.0,0%-10%
10027,1241,16.0,-0.0,0%-10%
10027,1931,14.0,0.0,0%-10%
10027,1955,16.0,-0.0,0%-10%
10027,2300,154.0,12.0,0%-10%
10027,2387,16.0,-0.0,0%-10%
10027,2456,78.0,5.0,0%-10%
10027,2519,240.0,20.0,0%-10%
10027,2775,44.0,2.0,0%-10%
10027,3162,443.0,39.0,0%-10%
10027,3445,16.0,-0.0,0%-10%
10027,3519,14.0,0.0,0%-10%
10027,3730,16.0,-0.0,0%-10%
10027,4213,135.0,10.0,0%-10%
10027,4487,8.0,0.0,0%-10%
10027,4770,16.0,-0.0,0%-10%
10027,5686,8.0,0.0,0%-10%
10027,5877,179.0,14.0,0%-10%
10027,5913,14.0,0.0,0%-10%
10027,6034,16.0,-0.0,0%-10%
10027,6272,8.0,0.0,0%-10%
10027,6832,109.0,8.0,0%-10%
10027,7004,16.0,-0.0,0%-10%
10027,7252,8.0,0.0,0%-10%
10027,7284,40.0,2.0,0%-10%
10027,7567,149.0,11.0,0%-10%
10027,7640,120.0,9.0,0%-10%
10027,7967,142.0,11.0,0%-10%
10027,8235,90.0,6.0,0%-10%
10027,8318,291.0,25.0,0%-10%
10027,8540,16.0,-0.0,0%-10%
10027,9222,16.0,-0.0,0%-10%
10027,9299,43.0,2.0,0%-10%
10027,9495,80.0,-0.0,0%-10%
10027,9565,16.0,-0.0,0%-10%
10027,9830,16.0,-0.0,0%-10%
10027,9939,14.0,0.0,0%-10%
10027,10498,53.0,3.0,0%-10%
10027,10577,16.0,-0.0,0%-10%
10027,10953,16.0,-0.0,0%-10%
10027,10978,14.0,0.0,0%-10%
10027,11180,16.0,-0.0,0%-10%
10027,11403,136.0,10.0,0%-10%
10027,11500,7.0,0.0,0%-10%
10027,12021,114.0,8.0,0%-10%
10027,12085,65.0,4.0,0%-10%
10027,12259,16.0,-0.0,0%-10%
10027,12688,77.0,5.0,0%-10%
10027,12833,16.0,-0.0,0%-10%
10027,12919,10.0,-0.0,0%-10%
10027,13677,5.0,0.0,0%-10%
10027,14236,16.0,-0.0,0%-10%
10027,14564,140.0,11.0,0%-10%
10027,14778,115.0,8.0,0%-10%
10027,15112,75.0,5.0,0%-10%
10028,7434,16.0,-0.0,0%-10%
10028,7905,16.0,-0.0,0%-10%
10028,14268,316.0,27.0,0%-10%
10029,160,77.0,6.0,0%-10%
10029,232,97.0,8.0,0%-10%
10029,234,74.0,6.0,0%-10%
10029,363,199.0,17.0,0%-10%
10029,699,8.0,-0.0,0%-10%
10029,1016,185.0,16.0,0%-10%
10029,1304,6.0,0.0,0%-10%
10029,1646,16.0,-0.0,0%-10%
10029,1781,7.0,0.0,0%-10%
10029,2429,145.0,12.0,0%-10%
10029,2520,290.0,26.0,0%-10%
10029,2829,72.0,-0.0,0%-10%
10029,3192,6.0,0.0,0%-10%
10029,3269,40.0,3.0,0%-10%
10029,3356,8.0,-0.0,0%-10%
10029,3410,4.0,0.0,0%-10%
10029,3423,8.0,-0.0,0%-10%
10029,3427,48.0,3.0,0%-10%
10029,3504,16.0,-0.0,0%-10%
10029,4485,160.0,14.0,0%-10%
10029,4916,100.0,8.0,0%-10%
10029,4987,163.0,14.0,0%-10%
10029,5028,230.0,20.0,0%-10%
10029,5409,8.0,-0.0,0%-10%
10029,5668,16.0,-0.0,0%-10%
10029,5741,12.0,0.0,0%-10%
10029,5882,8.0,-0.0,0%-10%
10029,6013,8.0,-0.0,0%-10%
10029,6057,14.0,0.0,0%-10%
10029,6109,5.0,0.0,0%-10%
10029,6206,8.0,-0.0,0%-10%
10029,6811,61.0,5.0,0%-10%
10029,6937,140.0,12.0,0%-10%
10029,6975,8.0,-0.0,0%-10%
10029,7049,89.0,7.0,0%-10%
10029,7619,16.0,-0.0,0%-10%
10029,8351,8.0,-0.0,0%-10%
10029,8366,14.0,0.0,0%-10%
10029,8378,16.0,-0.0,0%-10%
10029,8724,16.0,-0.0,0%-10%
10029,9062,8.0,0.0,0%-10%
10029,9335,16.0,-0.0,0%-10%
10029,9356,6.0,0.0,0%-10%
10029,9439,8.0,0.0,0%-10%
10029,9535,60.0,5.0,0%-10%
10029,9589,80.0,8.0,0%-10%
10029,9695,7.0,-0.0,0%-10%
10029,9813,8.0,-0.0,0%-10%
10029,9863,8.0,-0.0,0%-10%
10029,10168,12.0,0.0,0%-10%
10029,10199,16.0,-0.0,0%-10%
10029,10280,5.0,0.0,0%-10%
10029,10326,80.0,7.0,0%-10%
10029,10549,56.0,4.0,0%-10%
10029,11037,16.0,-0.0,0%-10%
10029,11147,10.0,-0.0,0%-10%
10029,11339,14.0,-0.0,0%-10%
10029,12072,16.0,-0.0,0%-10%
10029,12165,8.0,0.0,0%-10%
10029,12205,16.0,-0.0,0%-10%
10029,12802,8.0,-0.0,0%-10%
10029,14107,160.0,14.0,0%-10%
10029,14507,127.0,12.0,0%-10%
10029,14522,115.0,10.0,0%-10%
10029,14760,8.0,-0.0,0%-10%
10029,15455,8.0,-0.0,0%-10%
10029,15472,60.0,6.0,0%-10%
10029,15582,16.0,1.0,0%-10%
10030,224,8.0,0.0,0%-10%
10030,286,50.0,3.0,0%-10%
10030,815,8.0,0.0,0%-10%
10030,1433,8.0,-0.0,0%-10%
10030,1825,16.0,-0.0,0%-10%
10030,1944,120.0,9.0,0%-10%
10030,2814,6.0,0.0,0%-10%
10030,3096,8.0,-0.0,0%-10%
10030,3705,180.0,15.0,0%-10%
10030,3801,16.0,-0.0,0%-10%
10030,5145,80.0,-0.0,0%-10%
10030,6434,16.0,-0.0,0%-10%
10030,6530,83.0,-0.0,0%-10%
10030,7102,16.0,-0.0,0%-10%
10030,7759,14.0,0.0,0%-10%
10030,8799,14.0,0.0,0%-10%
10030,9227,140.0,11.0,0%-10%
10030,10271,16.0,-0.0,0%-10%
10030,10896,225.0,-0.0,0%-10%
10030,11304,119.0,8.0,0%-10%
10030,11635,14.0,0.0,0%-10%
10030,11790,8.0,-0.0,0%-10%
10030,12290,16.0,-0.0,0%-10%
10030,12322,16.0,-0.0,0%-10%
10030,12598,58.0,3.0,0%-10%
10030,12695,3.0,0.0,0%-10%
10030,14766,8.0,-0.0,0%-10%
10030,15101,6.0,0.0,0%-10%
10031,611,10.0,-0.0,0%-10%
10031,877,16.0,-0.0,0%-10%
10031,1625,16.0,-0.0,0%-10%
10031,1735,7.0,-0.0,0%-10%
10031,1814,16.0,-0.0,0%-10%
10031,2083,8.0,0.0,0%-10%
10031,2240,8.0,-0.0,0%-10%
10031,2564,297.0,26.0,0%-10%
10031,2968,16.0,-0.0,0%-10%
10031,3015,16.0,-0.0,0%-10%
10031,3489,16.0,-0.0,0%-10%
10031,4060,8.0,-0.0,0%-10%
10031,4096,16.0,-0.0,0%-10%
10031,4108,16.0,-0.0,0%-10%
10031,4138,16.0,-0.0,0%-10%
10031,4156,16.0,-0.0,0%-10%
10031,5004,16.0,-0.0,0%-10%
10031,5284,8.0,-0.0,0%-10%
10031,5349,8.0,-0.0,0%-10%
10031,5406,8.0,0.0,0%-10%
10031,5430,14.0,0.0,0%-10%
10031,5433,79.0,6.0,0%-10%
10031,5483,16.0,-0.0,0%-10%
10031,5524,80.0,6.0,0%-10%
10031,5635,6.0,0.0,0%-10%
10031,6550,7.0,0.0,0%-10%
10031,6591,16.0,-0.0,0%-10%
10031,6622,16.0,-0.0,0%-10%
10031,6637,16.0,-0.0,0%-10%
10031,6760,16.0,-0.0,0%-10%
10031,6998,8.0,-0.0,0%-10%
10031,7457,145.0,12.0,0%-10%
10031,7467,16.0,-0.0,0%-10%
10031,7510,8.0,0.0,0%-10%
10031,7558,12.0,0.0,0%-10%
10031,7698,8.0,-0.0,0%-10%
10031,7826,16.0,-0.0,0%-10%
10031,7922,16.0,-0.0,0%-10%
10031,8158,16.0,-0.0,0%-10%
10031,8189,16.0,-0.0,0%-10%
10031,8727,8.0,-0.0,0%-10%
10031,9060,16.0,-0.0,0%-10%
10031,9195,14.0,0.0,0%-10%
10031,9298,16.0,-0.0,0%-10%
10031,9515,16.0,-0.0,0%-10%
10031,9562,120.0,10.0,0%-10%
10031,10217,6.0,0.0,0%-10%
10031,11038,8.0,-0.0,0%-10%
10031,11423,16.0,-0.0,0%-10%
10031,11449,16.0,-0.0,0%-10%
10031,11522,16.0,-0.0,0%-10%
10031,12674,12.0,0.0,0%-10%
10031,12719,6.0,0.0,0%-10%
10031,12935,12.0,0.0,0%-10%
10031,13314,16.0,-0.0,0%-10%
10031,14347,16.0,-0.0,0%-10%
10031,14421,16.0,-0.0,0%-10%
10031,14980,16.0,-0.0,0%-10%
10031,15310,150.0,13.0,0%-10%
10031,15592,16.0,-0.0,0%-10%
10032,800,16.0,-0.0,0%-10%
10032,803,16.0,-0.0,0%-10%
10032,975,16.0,-0.0,0%-10%
10032,1149,8.0,0.0,0%-10%
10032,1471,10.0,-0.0,0%-10%
10032,1564,54.0,4.0,0%-10%
10032,1627,8.0,0.0,0%-10%
10032,1812,16.0,-0.0,0%-10%
10032,1899,16.0,-0.0,0%-10%
10032,2081,100.0,8.0,0%-10%
10032,2126,16.0,-0.0,0%-10%
10032,2208,120.0,10.0,0%-10%
10032,2214,16.0,-0.0,0%-10%
10032,2239,16.0,-0.0,0%-10%
10032,2388,12.0,0.0,0%-10%
10032,2717,16.0,-0.0,0%-10%
10032,2841,8.0,0.0,0%-10%
10032,3154,8.0,0.0,0%-10%
10032,3739,65.0,6.0,0%-10%
10032,3950,16.0,1.0,0%-10%
10032,4244,38.0,3.0,0%-10%
10032,4563,16.0,1.0,0%-10%
10032,4667,16.0,1.0,0%-10%
10032,4754,16.0,1.0,0%-10%
10032,4755,58.0,5.0,0%-10%
10032,4810,480.0,44.0,0%-10%
10032,4840,209.0,19.0,0%-10%
10032,4919,8.0,0.0,0%-10%
10032,5125,16.0,1.0,0%-10%
10032,5206,14.0,0.0,0%-10%
10032,5588,16.0,1.0,0%-10%
10032,5604,16.0,1.0,0%-10%
10032,5791,16.0,1.0,0%-10%
10032,6106,16.0,1.0,0%-10%
10032,6257,16.0,1.0,0%-10%
10032,6289,16.0,1.0,0%-10%
10032,6382,16.0,1.0,0%-10%
10032,6404,14.0,0.0,0%-10%
10032,6803,16.0,1.0,0%-10%
10032,6950,138.0,12.0,0%-10%
10032,7044,16.0,1.0,0%-10%
10032,7080,12.0,0.0,0%-10%
10032,7124,16.0,1.0,0%-10%
10032,7316,116.0,10.0,0%-10%
10032,7726,10.0,1.0,0%-10%
10032,7816,16.0,1.0,0%-10%
10032,8277,16.0,1.0,0%-10%
10032,8476,486.0,44.0,0%-10%
10032,8627,16.0,1.0,0%-10%
10032,8678,16.0,1.0,0%-10%
10032,8680,16.0,1.0,0%-10%
10032,9343,16.0,1.0,0%-10%
10032,9574,16.0,1.0,0%-10%
10032,9875,16.0,1.0,0%-10%
10032,9907,16.0,1.0,0%-10%
10032,10108,8.0,0.0,0%-10%
10032,10136,16.0,1.0,0%-10%
10032,10574,16.0,1.0,0%-10%
10032,11301,8.0,0.0,0%-10%
10032,11360,16.0,1.0,0%-10%
10032,11372,218.0,20.0,0%-10%
10032,11419,16.0,1.0,0%-10%
10032,11628,16.0,1.0,0%-10%
10032,11629,16.0,1.0,0%-10%
10032,11765,16.0,1.0,0%-10%
10032,11768,16.0,1.0,0%-10%
10032,12140,16.0,1.0,0%-10%
10032,12174,140.0,13.0,0%-10%
10032,12310,8.0,0.0,0%-10%
10032,12551,13.0,0.0,0%-10%
10032,12932,16.0,1.0,0%-10%
10032,13240,16.0,1.0,0%-10%
10032,13391,16.0,1.0,0%-10%
10032,13453,12.0,0.0,0%-10%
10032,13503,7.0,0.0,0%-10%
10032,13550,16.0,1.0,0%-10%
10032,13903,16.0,1.0,0%-10%
10032,14070,16.0,1.0,0%-10%
10032,14172,16.0,1.0,0%-10%
10032,14582,16.0,1.0,0%-10%
10032,15254,16.0,1.0,0%-10%
10032,15468,16.0,1.0,0%-10%
10033,120,152.0,13.0,0%-10%
10033,164,16.0,-0.0,0%-10%
10033,191,16.0,-0.0,0%-10%
10033,201,14.0,0.0,0%-10%
10033,370,16.0,-0.0,0%-10%
10033,480,16.0,-0.0,0%-10%
10033,578,16.0,-0.0,0%-10%
10033,642,14.0,0.0,0%-10%
10033,799,154.0,13.0,0%-10%
10033,873,14.0,0.0,0%-10%
10033,928,16.0,-0.0,0%-10%
10033,1172,16.0,-0.0,0%-10%
10033,1376,6.0,0.0,0%-10%
10033,1458,145.0,12.0,0%-10%
10033,1478,16.0,-0.0,0%-10%
10033,1575,16.0,-0.0,0%-10%
10033,1588,8.0,-0.0,0%-10%
10033,1598,12.0,0.0,0%-10%
10033,1751,16.0,-0.0,0%-10%
10033,1808,16.0,-0.0,0%-10%
10033,1876,16.0,-0.0,0%-10%
10033,2287,16.0,-0.0,0%-10%
10033,2373,16.0,-0.0,0%-10%
10033,2441,16.0,-0.0,0%-10%
10033,2845,16.0,-0.0,0%-10%
10033,3032,12.0,0.0,0%-10%
10033,3200,16.0,-0.0,0%-10%
10033,3323,16.0,-0.0,0%-10%
10033,3535,16.0,-0.0,0%-10%
10033,3831,8.0,-0.0,0%-10%
10033,3840,7.0,-0.0,0%-10%
10033,4056,12.0,0.0,0%-10%
10033,4392,366.0,32.0,0%-10%
10033,4620,16.0,-0.0,0%-10%
10033,5173,16.0,-0.0,0%-10%
10033,5550,16.0,-0.0,0%-10%
10033,5725,16.0,-0.0,0%-10%
10033,5775,14.0,0.0,0%-10%
10033,5978,199.0,17.0,0%-10%
10033,6193,16.0,-0.0,0%-10%
10033,6415,16.0,-0.0,0%-10%
10033,6625,8.0,0.0,0%-10%
10033,6731,16.0,-0.0,0%-10%
10033,6876,14.0,0.0,0%-10%
10033,6923,4.0,0.0,0%-10%
10033,6977,16.0,-0.0,0%-10%
10033,7160,8.0,-0.0,0%-10%
10033,7305,16.0,-0.0,0%-10%
10033,7452,150.0,13.0,0%-10%
10033,7571,133.0,11.0,0%-10%
10033,7724,8.0,-0.0,0%-10%
10033,7940,16.0,-0.0,0%-10%
10033,8595,16.0,-0.0,0%-10%
10033,8643,8.0,0.0,0%-10%
10033,8849,16.0,-0.0,0%-10%
10033,8886,8.0,0.0,0%-10%
10033,8944,16.0,-0.0,0%-10%
10033,8973,16.0,-0.0,0%-10%
10033,9618,6.0,0.0,0%-10%
10033,9787,181.0,16.0,0%-10%
10033,9923,16.0,-0.0,0%-10%
10033,10114,16.0,-0.0,0%-10%
10033,10227,16.0,-0.0,0%-10%
10033,10281,16.0,-0.0,0%-10%
10033,10355,8.0,-0.0,0%-10%
10033,10640,16.0,-0.0,0%-10%
10033,10784,16.0,-0.0,0%-10%
10033,10796,248.0,9.0,0%-10%
10033,10842,16.0,-0.0,0%-10%
10033,10959,16.0,-0.0,0%-10%
10033,11299,12.0,0.0,0%-10%
10033,11537,5.0,0.0,0%-10%
10033,11636,7.0,0.0,0%-10%
10033,11998,16.0,-0.0,0%-10%
10033,12605,16.0,-0.0,0%-10%
10033,12689,16.0,-0.0,0%-10%
10033,12928,16.0,-0.0,0%-10%
10033,13186,16.0,-0.0,0%-10%
10033,13570,16.0,-0.0,0%-10%
10033,13618,12.0,0.0,0%-10%
10033,13812,16.0,-0.0,0%-10%
10033,13872,16.0,-0.0,0%-10%
10033,14425,30.0,2.0,0%-10%
10033,14581,16.0,-0.0,0%-10%
10033,14723,16.0,-0.0,0%-10%
10033,14758,16.0,-0.0,0%-10%
10033,14943,10.0,-0.0,0%-10%
10033,14982,16.0,-0.0,0%-10%
10033,15063,16.0,-0.0,0%-10%
10033,15154,16.0,-0.0,0%-10%
10033,15187,16.0,-0.0,0%-10%
10034,713,16.0,-0.0,0%-10%
10034,792,16.0,-0.0,0%-10%
10034,932,8.0,-0.0,0%-10%
10034,989,30.0,2.0,0%-10%
10034,1125,16.0,1.0,0%-10%
10034,1408,16.0,1.0,0%-10%
10034,1664,16.0,1.0,0%-10%
10034,1670,16.0,1.0,0%-10%
10034,2129,16.0,1.0,0%-10%
10034,2687,14.0,-0.0,0%-10%
10034,2688,126.0,11.0,0%-10%
10034,2796,14.0,0.0,0%-10%
10034,3157,16.0,1.0,0%-10%
10034,3583,388.0,35.0,0%-10%
10034,3805,16.0,1.0,0%-10%
10034,3889,7.0,0.0,0%-10%
10034,4064,16.0,1.0,0%-10%
10034,4210,16.0,1.0,0%-10%
10034,4253,16.0,1.0,0%-10%
10034,4282,16.0,1.0,0%-10%
10034,4337,16.0,1.0,0%-10%
10034,4411,16.0,1.0,0%-10%
10034,5350,260.0,24.0,0%-10%
10034,5521,16.0,1.0,0%-10%
10034,5665,16.0,1.0,0%-10%
10034,5909,677.0,62.0,0%-10%
10034,6147,16.0,1.0,0%-10%
10034,6212,16.0,1.0,0%-10%
10034,6458,16.0,1.0,0%-10%
10034,6581,16.0,1.0,0%-10%
10034,6646,105.0,9.0,0%-10%
10034,6681,16.0,1.0,0%-10%
10034,6868,8.0,0.0,0%-10%
10034,6963,16.0,1.0,0%-10%
10034,7072,131.0,12.0,0%-10%
10034,7098,14.0,-0.0,0%-10%
10034,7145,16.0,1.0,0%-10%
10034,7247,14.0,-0.0,0%-10%
10034,7319,140.0,13.0,0%-10%
10034,7693,16.0,1.0,0%-10%
10034,8074,16.0,1.0,0%-10%
10034,8128,14.0,0.0,0%-10%
10034,8446,12.0,0.0,0%-10%
10034,8468,16.0,1.0,0%-10%
10034,8719,16.0,1.0,0%-10%
10034,8792,16.0,1.0,0%-10%
10034,8840,16.0,1.0,0%-10%
