zip_code,location_id,facility_type,capacity_0_12,capacity_0_5
11103,2,large,400,200
11103,26,large,400,200
11103,51,large,400,200
11103,53,large,400,200
11103,54,large,400,200
11104,24,large,400,200
11104,25,large,400,200
11104,26,large,400,200
11104,51,large,400,200
11104,52,large,400,200
11105,1,large,400,200
11105,3,large,400,200
11105,5,large,400,200
11105,52,large,400,200
11105,72,large,400,200
11105,74,large,400,200
11105,75,large,400,200
11106,46,large,400,200
11106,95,large,400,200
11106,96,large,400,200
11106,97,large,400,200
11106,98,large,400,200
11106,99,large,400,200
11109,54,large,400,200
11109,65,large,400,200
11109,75,large,400,200
11201,33,large,400,200
11201,34,large,400,200
11201,35,large,400,200
11201,40,large,400,200
11201,42,large,400,200
11201,43,large,400,200
11201,44,large,400,200
11201,47,large,400,200
11201,48,large,400,200
11201,51,large,400,200
11201,52,large,400,200
11201,54,large,400,200
11201,55,large,400,200
11201,56,large,400,200
11201,57,large,400,200
11201,82,large,400,200
11203,22,large,400,200
11203,31,large,400,200
11203,32,large,400,200
11203,36,large,400,200
11203,38,large,400,200
11203,39,large,400,200
11203,41,small,100,50
11203,44,large,400,200
11203,47,large,400,200
11203,51,large,400,200
11203,68,large,400,200
11203,89,large,400,200
11203,91,large,400,200
11204,14,large,400,200
11204,35,large,400,200
11204,38,large,400,200
11204,39,large,400,200
11204,40,large,400,200
11204,43,large,400,200
11204,44,large,400,200
11204,45,large,400,200
11204,48,large,400,200
11204,49,large,400,200
11204,51,large,400,200
11204,53,large,400,200
11204,54,large,400,200
11204,55,large,400,200
11204,60,large,400,200
11204,66,large,400,200
11204,68,large,400,200
11204,70,large,400,200
11204,71,large,400,200
11204,72,large,400,200
11204,76,large,400,200
11204,77,large,400,200
11204,95,large,400,200
11205,6,large,400,200
11205,37,large,400,200
11205,44,large,400,200
11205,45,large,400,200
11205,53,large,400,200
11205,59,large,400,200
11205,61,large,400,200
11205,62,large,400,200
11205,63,large,400,200
11205,65,large,400,200
11205,66,large,400,200
11205,75,medium,200,100
11205,81,large,400,200
11205,82,large,400,200
11205,88,large,400,200
11205,96,large,400,200
11206,6,large,400,200
11206,7,large,400,200
11206,9,large,400,200
11206,16,large,400,200
11206,29,large,400,200
11206,35,large,400,200
11206,36,large,400,200
11206,40,large,400,200
11206,55,large,400,200
11206,56,large,400,200
11206,59,large,400,200
11206,60,large,400,200
11206,61,large,400,200
11206,62,large,400,200
11206,63,large,400,200
11206,65,large,400,200
11206,76,large,400,200
11206,77,large,400,200
11206,80,large,400,200
11206,81,large,400,200
11206,82,large,400,200
11206,85,large,400,200
11206,89,large,400,200
11207,0,large,400,200
11207,6,large,400,200
11207,7,large,400,200
11207,10,large,400,200
11207,22,large,400,200
11207,32,large,400,200
11207,49,large,400,200
11207,58,large,400,200
11207,62,large,400,200
11207,65,large,400,200
11207,69,large,400,200
11207,74,large,400,200
11207,75,large,400,200
11207,81,large,400,200
11207,83,large,400,200
11207,87,large,400,200
11207,95,large,400,200
11207,97,large,400,200
11207,99,large,400,200
11208,0,large,400,200
11208,1,large,400,200
11208,5,large,400,200
11208,7,large,400,200
11208,17,large,400,200
11208,24,large,400,200
11208,27,large,400,200
11208,29,large,400,200
11208,31,large,400,200
11208,34,large,400,200
11208,35,large,400,200
11208,47,large,400,200
11208,48,large,400,200
11208,57,large,400,200
11208,58,large,400,200
11208,60,large,400,200
11208,63,large,400,200
11208,64,large,400,200
11208,65,large,400,200
11208,69,large,400,200
11208,73,large,400,200
11208,74,large,400,200
11208,75,large,400,200
11208,90,large,400,200
11208,95,large,400,200
11208,97,large,400,200
11209,2,large,400,200
11209,10,large,400,200
11209,20,large,400,200
11209,29,large,400,200
11209,32,large,400,200
11209,43,large,400,200
11209,49,large,400,200
11209,61,large,400,200
11209,66,large,400,200
11209,70,large,400,200
11209,76,large,400,200
11209,86,large,400,200
11209,88,large,400,200
11209,95,medium,200,100
11210,2,large,400,200
11210,6,large,400,200
11210,9,large,400,200
11210,11,large,400,200
11210,12,large,400,200
11210,13,large,400,200
11210,14,large,400,200
11210,49,large,400,200
11210,57,large,400,200
11210,80,large,400,200
11210,90,large,400,200
11211,45,large,400,200
11211,46,large,400,200
11211,48,large,400,200
11211,49,large,400,200
11211,55,large,400,200
11211,56,large,400,200
11211,57,large,400,200
11211,58,large,400,200
11211,60,large,400,200
11211,62,large,400,200
11211,63,large,400,200
11211,64,medium,200,100
11211,65,large,400,200
11211,66,large,400,200
11211,68,large,400,200
11211,76,large,400,200
11212,1,large,400,200
11212,23,large,400,200
11212,33,large,400,200
11212,64,large,400,200
11212,69,medium,200,100
11212,70,large,400,200
11212,71,large,400,200
11212,72,large,400,200
11212,74,large,400,200
11212,75,large,400,200
11212,76,large,400,200
11212,77,large,400,200
11212,83,large,400,200
11212,85,large,400,200
11212,89,large,400,200
11212,91,large,400,200
11212,96,large,400,200
11212,97,large,400,200
11213,6,large,400,200
11213,14,large,400,200
